product_id,type,item_no,item_name,29/06/25,06/07/25,13/07/25,20/07/25,27/07/25,03/08/25,10/08/25,17/08/25,24/08/25,31/08/25,07/09/25,14/09/25,21/09/25,28/09/25,05/10/25,12/10/25,19/10/25,26/10/25,02/11/25,09/11/25,16/11/25,23/11/25,30/11/25,07/12/25,14/12/25,21/12/25,28/12/25,04/01/26,11/01/26,18/01/26,25/01/26,01/02/26,08/02/26,15/02/26,22/02/26,01/03/26,08/03/26,15/03/26,22/03/26,29/03/26,05/04/26,12/04/26,19/04/26,26/04/26,03/05/26,10/05/26,17/05/26,24/05/26,31/05/26,07/06/26,14/06/26,21/06/26
P01,Capacity Allocation,R001,Spice Grinder A1,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Capacity Allocation,R002,Blending Machine A1,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Capacity Allocation,R003,Packaging Line A1,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,BM001,Fresh Coriander Seeds,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,BM002,Fresh Cumin Seeds,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,BM003,Fresh Black Peppercorns,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,RM001,Coriander Seeds,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,RM002,Cumin Seeds,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,RM003,Black Pepper,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
P01,Material Allocation,RM004,Cinnamon Sticks,3531,3111,2944,3109,3727,3605,4272,3582,3520,3349,3329,3920,3681,3580,3382,3545,3741,3604,3630,3542,3400,3814,3419,3614,3992,4236,3539,3777,3228,3375,3081,3774,3369,3045,2823,2926,3029,2892,3176,3030,2967,3268,3040,3144,3023,2695,3621,3236,3552,3422,3687,3659
